ProviderNum,ProviderName,StreetAddress,City,State,ZipCode,Telephone,OwnershipType,DateCertified,Nursing Care,Physical Therapy,Occupational Therapy,Speech Therapy,Medical Social Services,Home Health Aide Services,How often the home health team began their patients’ care in a timely manner. ,How often the home health team taught patients (or their family caregivers) about their drugs. ,How often the home health team checked patients’ risk of falling. ,How often the home health team checked patients for depression. ,How often the home health team determined whether patients received a flu shot for the current flu season. ,How often the home health team determined whether their patients received a pneumococcal vaccine (pneumonia shot). ,"For patients with diabetes, how often the home health team got doctor’s orders, gave foot care, and taught patients about foot care. ",How often the home health team checked patients for pain. ,How often the home health team treated their patients’ pain.  ,How often the home health team treated heart failure (weakening of the heart) patients’ symptoms. ,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores). ,How often the home health team included treatments to prevent pressure sores (bed sores) in the plan of care. ,How often the home health team checked patients for the risk of developing pressure sores (bed sores). ,How often patients got better at walking or moving around.,How often patients got better at getting in and out of bed. ,How often patients got better at bathing.,How often patients had less pain when moving around ,How often patients’ breathing improved. ,How often patients’ wounds improved or healed after an operation.,How often patients had more pressure sores (bed sores) when home health care ended.,How often patients got better at taking their drugs correctly by mouth. ,"How often patients receiving home health care needed any urgent, unplanned care in the hospital emergency room – without being admitted to the hospital. ",How often home health patients had to be admitted to the hospital 
677544,CHRISTUS HOMECARE,750 LANDA STREET SUITE #B,NEW BRAUNFELS,TX,78130,8306297568,VOLUNTARY NON-PROFIT - PRIVATE,11/10/1992,Y,Y,Y,Y,Y,Y,86,85,99,99,74,79,98,98,100,100,92,98,97,59,49,71,64,75,88,201,51,201,18
677545,A PINEYWOODS HOME HEALTH CARE INC,103D CARRIAGE DRIVE,LUFKIN,TX,75904,9366341617,PROPRIETARY,11/12/1992,Y,Y,Y,Y,Y,Y,98,94,91,69,71,72,91,85,99,98,95,91,72,56,48,58,50,49,90,201,48,201,39
677548,NURSES THAT CARE,5411 NORTH MCCOLL ROAD,MCALLEN,TX,78504,9566820800,PROPRIETARY,11/11/1992,Y,Y,Y,Y,Y,Y,91,90,84,99,41,33,96,99,98,199,96,99,98,33,28,37,43,37,88,201,30,201,28
677562,RURAL HOME HEALTH INC,204 WEST 5TH STREET,CRANE,TX,79731,4325583251,PROPRIETARY,12/22/1992,Y,Y,N,N,N,Y,98,91,99,100,89,93,94,98,100,199,98,96,99,44,27,50,42,35,199,201,44,201,48
677563,INTERIM HEALTHCARE OF MCLEAN,211 N MAIN STREET,MCLEAN,TX,79057,8066778698,PROPRIETARY,12/22/1992,Y,Y,N,N,N,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
677566,INTERIM HEALTHCARE OF WEST TEXAS LLC,5224 75TH STREET SUITE D,LUBBOCK,TX,79424,8067910042,PROPRIETARY,1/5/1993,Y,Y,Y,Y,Y,Y,97,95,95,93,72,74,97,98,100,98,99,98,100,62,51,75,67,57,90,201,56,201,28
677569,MORNINGSTAR HOME HEALTHCARE SERVICES,2012 BEDFORD ROAD,BEDFORD,TX,76021,8172948105,PROPRIETARY,12/8/1992,Y,Y,Y,Y,Y,Y,82,30,100,94,93,91,94,89,92,199,93,98,95,46,50,42,54,62,199,201,40,201,31
677572,GENESIS HOMECARE,116 E HERITAGE DRIVE,TYLER,TX,75703,9035093374,VOLUNTARY NON-PROFIT - OTHER,1/13/1993,Y,Y,Y,Y,Y,Y,93,96,99,99,63,64,98,100,99,100,95,100,97,56,56,70,69,58,95,201,52,201,31
677574,ULTRA HOME HEALTH CARE INC,8303 SW FREEWAY SUITE 410,HOUSTON,TX,77074,7139885872,PROPRIETARY,1/25/1993,Y,Y,Y,Y,Y,Y,99,94,100,98,95,94,92,98,96,199,87,66,98,66,71,75,81,81,96,201,56,201,24
677586,EAST TEXAS MEDICAL CENTER HOME HEALTH WEST,1336 SOUTH PALESTINE,ATHENS,TX,75751,9036758882,VOLUNTARY NON-PROFIT - OTHER,3/2/1993,Y,Y,Y,Y,Y,Y,91,82,99,94,51,44,85,98,96,100,83,86,96,64,54,71,65,59,97,201,46,201,28
677590,BAYOU CITY HOME HEALTH CARE NORTH,10235 WEST LITTLE YORK ROAD SUITE 265,HOUSTON,TX,77040,7138492540,PROPRIETARY,3/8/1993,Y,Y,Y,Y,Y,Y,91,94,99,98,77,80,97,98,99,199,97,99,100,31,24,33,32,34,65,201,26,201,27
677594,CARING FOR YOU HOME HEALTH INC,441 EAST WASHINGTON  SUITE B,BROWNSVILLE,TX,78520,9565461367,PROPRIETARY,3/9/1993,Y,Y,Y,Y,Y,Y,88,199,92,92,199,62,199,92,199,199,199,199,92,61,41,41,46,32,199,201,29,201,14
677598,BETHANY HOME HEALTH OF CLEAR LAKE,5 PROFESSIONAL PARK SUITE A,WEBSTER,TX,77598,8329325311,PROPRIETARY,3/19/1993,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
677604,PARKVIEW HOSPITAL HOME HEALTH AGENCY,901 S SWEETWATER,WHEELER,TX,79096,8068265581,VOLUNTARY NON-PROFIT - OTHER,4/14/1993,Y,Y,N,N,N,Y,86,100,98,100,96,95,199,100,100,199,199,199,93,199,199,199,199,199,199,201,199,201,39
677605,HUNTER MEDICAL SERVICES INC,1666 N HAMPTON ROAD SUITE 200,DESOTO,TX,75115,9727809233,PROPRIETARY,3/26/1993,Y,Y,Y,Y,Y,Y,100,199,100,100,81,78,199,100,199,199,199,100,100,199,199,199,199,199,199,201,199,201,45
677615,PREMIER HOME HEALTH CARE INC,9207 MONTANA SUITE A,EL PASO,TX,79925,9157716611,PROPRIETARY,5/14/1993,Y,Y,Y,Y,Y,Y,90,94,100,100,41,40,95,100,98,199,91,97,99,66,66,70,75,82,199,201,47,201,22
677616,INTREPID USA HEALTHCARE SERVICES,1128 NORTH MEMORIAL FWY SUITE A,NEDERLAND,TX,77627,4097220515,PROPRIETARY,5/14/1993,Y,Y,Y,Y,Y,Y,95,63,100,100,84,82,96,100,99,199,91,98,97,63,50,73,80,77,90,201,56,201,30
677617,BLUEBONNET HOME HEALTH & HOSPICE COMPANY,304 EAST 11TH,FRIONA,TX,79035,8062470057,PROPRIETARY,5/13/1993,Y,Y,Y,Y,N,Y,88,79,97,91,80,68,199,99,100,199,199,95,78,59,72,74,62,58,199,201,199,201,31
677620,DOR ANS HOME HEALTH SERVICE INC,518 B EAST MAIN AVENUE,ROBSTOWN,TX,78380,3613874575,PROPRIETARY,4/22/1993,Y,Y,Y,Y,Y,Y,100,100,100,100,14,12,199,99,100,199,100,100,96,51,39,41,39,58,199,201,41,201,30
677624,STEPHENS HEALTH CARE INC,711 NORTH GRAHAM,STEPHENVILLE,TX,76401,2549656629,PROPRIETARY,5/16/1993,Y,Y,Y,Y,Y,Y,93,89,100,99,75,89,97,99,100,100,98,100,97,68,70,81,82,71,92,201,48,201,29
677638,QUALITY HOME HEALTH CARE INC,4107 TEXOMA PARKWAY,SHERMAN,TX,75090,9038929281,PROPRIETARY,7/8/1993,Y,Y,Y,Y,Y,Y,82,97,100,99,63,48,91,99,100,100,97,98,98,39,40,38,40,32,199,201,31,201,37
677644,OPTION CARE,9030 KIRBY DRIVE,HOUSTON,TX,77054,7137940599,PROPRIETARY,7/6/1993,Y,Y,Y,Y,Y,Y,71,73,86,33,72,32,73,83,77,199,68,70,51,45,26,54,51,59,199,201,54,201,24
677646,BLESSINGS HOMECARE SERVICES INC,3845 FM 1960 W SUITE 345,HOUSTON,TX,77068,2814401001,PROPRIETARY,7/22/1993,Y,Y,Y,Y,Y,Y,79,96,199,90,100,99,199,90,100,95,100,100,94,50,20,39,96,199,199,201,40,201,44
677657,HUNT REGIONAL HOME CARE,4001 RIDGECREST ROAD,GREENVILLE,TX,75402,9034081950,VOLUNTARY NON-PROFIT - OTHER,8/10/1993,Y,Y,Y,Y,Y,Y,94,94,99,97,76,72,86,99,97,199,89,87,99,52,45,61,67,49,83,201,54,201,29
677660,JORDAN HEALTH SERVICES,714 WEST GIBSON SUITE 4,JASPER,TX,75951,4094890225,PROPRIETARY,7/12/1993,Y,Y,Y,Y,Y,Y,90,93,98,82,69,77,89,98,96,100,96,91,99,54,38,68,54,48,93,201,43,201,32
677661,PSA HEALTHCARE,14205 N MOPAC EXPRESSWAY SUITE 640,AUSTIN,TX,78728,5122480400,PROPRIETARY,8/5/1993,Y,Y,Y,Y,Y,N,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
677665,ALWAYS CARING HOME CARE SERVICES INC,2800 NORTH STANTON SUITE A,EL PASO,TX,79902,9155454663,PROPRIETARY,9/2/1993,Y,Y,Y,Y,Y,Y,88,96,100,100,62,43,96,100,100,199,100,100,99,50,45,58,68,50,88,201,51,201,42
677668,CENTRAL HOME HEALTH SERVICES OF TEXAS INCORPORATED,10303 NORTHWEST FREEWAY SUITE 512,HOUSTON,TX,77092,7134615696,PROPRIETARY,7/5/1993,Y,Y,Y,Y,Y,Y,96,37,5,2,17,10,199,44,199,199,199,199,36,20,30,23,54,199,199,201,199,201,35
677672,COOK CHILDRENS HOME HEALTH,1719 8TH AVENUE,FORT WORTH,TX,76110,8178770294,VOLUNTARY NON-PROFIT - PRIVATE,9/8/1993,Y,Y,Y,Y,Y,N,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
677681,HOME HEALTHCARE PARTNERS,1619  EAST COMMON ST STE 702,NEW BRAUNFELS,TX,78130,8306277111,PROPRIETARY,8/25/1993,Y,Y,Y,Y,Y,Y,100,86,99,97,37,13,100,96,98,199,92,79,98,55,57,66,64,49,199,201,47,201,37
677686,JEFFERSON COUNTY HOME HEALTH CARE INC,2670 LAUREL STREET,BEAUMONT,TX,77702,4098359909,PROPRIETARY,8/24/1993,Y,Y,Y,Y,Y,Y,94,99,100,97,41,42,95,99,100,199,99,100,99,59,63,64,90,72,199,201,51,201,39
677689,EL PASO HOME HEALTH INC,1800 EAST CLIFF DRIVE,EL PASO,TX,79902,9155347521,PROPRIETARY,10/14/1993,Y,Y,Y,Y,Y,Y,95,94,98,67,45,36,199,98,199,199,199,199,80,15,199,199,199,199,199,201,199,201,37
677694,INTERIM HEALTHCARE OF WACO,8004 WOODWAY DRIVE STE 500,WACO,TX,76712,2547519393,PROPRIETARY,10/19/1993,Y,Y,Y,Y,Y,Y,85,96,100,97,75,69,95,98,99,199,89,98,100,47,34,57,66,41,94,201,32,201,30
677712,VELITA SMITH HOME HEALTH INC/GHC,301 EAST WALLACE,SAN SABA,TX,76877,3253723196,PROPRIETARY,12/1/1993,Y,Y,Y,Y,Y,Y,91,91,93,89,73,83,90,98,96,98,92,92,100,55,43,65,66,57,91,201,55,201,35
677720,JORDAN HEALTH SERVICES SHERMAN,121 WEST LAMBERTH SUITE A,SHERMAN,TX,75092,9034543710,PROPRIETARY,12/15/1993,Y,Y,Y,Y,Y,Y,93,89,89,94,75,82,75,97,91,95,78,67,97,50,47,64,64,44,100,201,48,201,32
677733,HOME CARE OF METROPLEX HOSPITAL,806 E AVE D STE H LOVETT LEDGER MED PL,COPPERAS COVE,TX,76522,2545181380,VOLUNTARY NON-PROFIT - CHURCH,12/2/1993,Y,Y,Y,Y,Y,Y,95,92,97,100,63,56,90,96,97,199,82,100,100,56,52,57,56,61,86,201,41,201,22
677734,SUNGLO HOME HEALTH SERVICES INC,100 EAST 2ND STREET,RIO GRANDE CITY,TX,78582,9564880990,PROPRIETARY,12/3/1993,Y,Y,N,N,Y,Y,88,100,96,100,78,97,199,100,100,199,199,100,100,86,100,96,87,88,199,201,70,201,29
677735,NURSING SERVICES AND CONSULTANTS OF LAREDO,7917 MCPHERSON SUITE 210,LAREDO,TX,78041,9567259211,PROPRIETARY,12/8/1993,Y,Y,Y,Y,Y,Y,88,91,98,97,38,44,93,98,96,199,95,98,89,54,29,55,57,28,199,201,35,201,43
677737,GENTIVA HEALTH SERVICES,10100 W SAM HOUSTON PKWY SOUTH STE 360,HOUSTON,TX,77099,2815681878,PROPRIETARY,12/9/1993,Y,Y,Y,Y,Y,Y,83,66,92,97,62,62,68,98,85,199,73,80,99,51,47,68,61,65,92,201,42,201,24
677742,ASSIST MED INC,800 TULLY SUITE 200,HOUSTON,TX,77079,8323003100,PROPRIETARY,1/26/1994,Y,N,N,Y,Y,Y,88,93,100,99,79,80,96,100,99,100,96,100,97,52,59,59,69,53,85,201,42,201,31
677779,PT HOME SERVICES OF DALLAS INC,8200 BROOKRIVER DRIVE SUITE N 503,DALLAS,TX,75247,2146780507,PROPRIETARY,2/3/1994,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
677789,1ST CHOICE HOME HEALTH,101 KINGS PLAZA SUITE H,COMMERCE,TX,75428,9038862666,PROPRIETARY,3/3/1994,Y,Y,Y,Y,Y,Y,96,100,99,100,82,86,95,100,99,98,99,100,100,42,28,43,31,22,89,201,33,201,43
677792,MUENSTER MEMORIAL HOSPITAL HOME CARE,202 EAST DIVISION,MUENSTER,TX,76252,9407592271,GOVERNMENT - LOCAL,3/3/1994,Y,Y,Y,Y,Y,Y,60,75,99,94,66,53,199,99,91,199,199,199,92,68,34,66,68,33,199,201,46,201,55
677796,TEXAS QUALITY HOME HEALTH,125 HERITAGE ROW,MARLIN,TX,76661,2548033000,PROPRIETARY,3/23/1994,Y,Y,Y,Y,N,Y,84,98,100,99,75,82,199,100,100,199,199,100,95,49,25,55,56,38,199,201,44,201,43
677800,NOVUS CURA HEALTHCARE PC,1102 CHESAPEAKE STREET,EULESS,TX,76040,8179667035,PROPRIETARY,2/10/2006,Y,Y,Y,Y,Y,Y,100,95,98,100,91,93,199,95,100,199,199,199,100,92,199,99,95,99,199,201,199,201,22
677801,GOOD HANDS CARE HOME HEALTH SERVICES INC,2306 OAK LANE 1A SUITE 214,GRAND PRAIRIE,TX,75051,9725046166,PROPRIETARY,2/7/2006,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
677802,UNI CARE HOME HEALTH,155 INTERSTATE 10 N     SUITE 7,BEAUMONT,TX,77707,4098384049,PROPRIETARY,2/2/2006,Y,Y,Y,Y,Y,Y,93,199,100,100,199,90,199,100,199,199,199,199,93,199,199,199,199,199,199,201,199,201,50
677803,EMBASSY HOME HEALTHCARE,10701 CORPORATE DRIVE STE 395,STAFFORD,TX,77477,7135898050,PROPRIETARY,2/13/2006,Y,Y,Y,Y,Y,Y,96,46,86,99,18,23,199,100,95,199,199,100,99,38,40,41,32,36,199,201,29,201,22
677804,BRENTWOOD HOME HEALTH AGENCY,3939 EAST US HWY 80 SUITE 375,MESQUITE,TX,75150,2143882300,PROPRIETARY,2/13/2006,Y,Y,Y,Y,Y,Y,83,83,90,93,12,7,85,86,97,199,96,92,82,51,56,54,54,47,199,201,42,201,43
677805,PROLINK HOME HEALTH CORPORATION,8500 NORTH STEMMONS FREEWAY SUITE 3000,DALLAS,TX,75247,2142671985,PROPRIETARY,2/16/2006,Y,Y,Y,Y,Y,Y,94,98,100,97,45,32,95,100,100,199,77,89,97,19,21,36,43,19,199,201,15,201,36
677806,GLOBAL CARE HOME HEALTH AGENCY INC,1431 GENTLE RAIN DRIVE,LANCASTER,TX,75134,9722968865,PROPRIETARY,2/16/2006,Y,Y,Y,Y,Y,Y,89,100,100,99,96,93,199,99,100,199,199,199,91,34,20,25,29,25,199,201,12,201,39
677807,BLOSSOM  HOME HEALTHCARE SERVICES,9535 FOREST LANE SUITE 122,DALLAS,TX,75243,2145538770,PROPRIETARY,2/14/2006,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
677808,WE CARE HOME HEALTH SERVICES INC,417 N  BRYAN-BELTLINE ROAD SUITE A,MESQUITE,TX,75149,9722895800,PROPRIETARY,2/23/2006,Y,Y,Y,Y,Y,Y,85,57,96,95,54,87,199,97,199,199,199,199,92,199,199,199,199,199,199,201,199,201,41
677809,COMMITTED HOME HEALTH CARE,2600 ELMBROOK DRIVE,CARROLLTON,TX,75010,9723065060,PROPRIETARY,2/21/2006,Y,Y,Y,Y,Y,Y,94,199,66,26,199,77,199,48,199,199,199,199,39,199,199,199,199,199,199,201,199,201,43
677810,TRANSITIONAL HOME HEALTH CARE,2212 ARLINGTON DOWNS SUITE 105,ARLINGTON,TX,76011,8173034441,PROPRIETARY,2/17/2006,Y,Y,Y,Y,Y,Y,100,199,100,98,91,59,199,100,199,199,199,90,98,49,56,55,48,49,62,201,30,201,28
677811,VERITAS HOME HEALTH LLC,2825 REGAL ROAD SUITE 105,PLANO,TX,75075,9725190308,PROPRIETARY,2/16/2006,Y,Y,Y,Y,Y,Y,65,95,99,98,77,78,84,100,96,199,58,85,100,63,49,71,58,65,92,201,54,201,19
677812,GOLDEN HERITAGE HOME HEALTH AND HOSPICE SERVICES,3750 WAYNOKA DR,CARROLLTON,TX,75007,9724920294,PROPRIETARY,2/15/2006,Y,Y,Y,Y,Y,Y,44,98,97,96,94,91,95,98,96,199,93,100,93,47,28,61,71,74,199,201,51,201,51
677813,PROACTIVE HOMECARE,1215 SOUTH EXPRESSWAY 281,EDINBURG,TX,78539,9563814019,PROPRIETARY,2/14/2006,Y,Y,N,N,N,N,98,100,100,96,83,43,199,98,100,199,199,86,94,44,50,30,62,33,199,201,34,201,27
677814,CHRISTUS HOMECARE SPOHN,6200 SARATOGA BLVD SUITE 104,CORPUS CHRISTI,TX,78414,3619943400,VOLUNTARY NON-PROFIT - CHURCH,2/3/2006,Y,Y,Y,Y,Y,Y,96,97,85,93,74,78,99,99,100,199,100,99,100,33,39,52,54,55,83,201,30,201,25
677816,ACCURATECARE HOME HEALTH AGENCY,1221 CALIFORNIA LANE SUITE 120,ARLINGTON,TX,76015,8174689062,PROPRIETARY,2/23/2006,Y,Y,Y,Y,Y,Y,70,199,199,100,46,4,199,100,199,199,199,199,81,199,20,12,11,0,199,201,0,201,8
677817,GOOD SHEPHERD HOME HEALTHCARE AGENCY,811 SOUTH CENTRAL EXPRESSWAY SUITE #300,RICHARDSON,TX,75080,9724700440,PROPRIETARY,3/1/2006,Y,Y,Y,Y,Y,Y,45,199,199,199,199,90,199,100,199,199,199,199,80,199,199,199,199,199,199,201,199,201,24
677818,BETHEL HOME CARE,545 ROWLETT ROAD SUITE E,GARLAND,TX,75043,9722799700,PROPRIETARY,2/24/2006,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
677819,ECLIPSE HOME HEALTH SERVICES INC,1452 JUNCTION RUN,MESQUITE,TX,75181,9722220322,PROPRIETARY,3/3/2006,Y,Y,Y,N,Y,Y,45,199,100,96,100,96,199,98,199,199,199,42,90,45,22,53,63,18,199,201,26,201,37
677820,PRELUDE HEALTH CARE SERVICES LLC,9696 SKILLMAN SUITE 220,DALLAS,TX,75243,2143417551,PROPRIETARY,2/28/2006,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,12
677821,ANJI HOME HEALTH AGENCY INC,2700 LOON LAKE ROAD,DENTON,TX,76210,9405356036,PROPRIETARY,2/28/2006,Y,Y,Y,Y,Y,Y,100,199,100,100,84,82,199,100,199,199,199,100,100,199,199,199,199,199,199,201,199,201,20
677822,NYS HOME HEALTH LLC,100 N CENTRAL EXPWY STE 703,RICHARDSON,TX,75080,9729347060,PROPRIETARY,2/17/2006,Y,Y,Y,Y,Y,Y,94,98,100,100,66,50,199,100,98,199,199,199,100,40,29,54,71,43,199,201,47,201,26
677823,CRESTVIEW HOME HEALTH SERVICES,2611 EAST 29TH STREET,BRYAN,TX,77802,9797765620,PROPRIETARY,2/10/2006,Y,Y,Y,Y,N,Y,88,199,96,85,199,68,199,42,199,199,199,199,85,199,199,199,199,199,199,201,199,201,48
677824,MEDWAY HOME HEALTHCARE,3123 EXECUTIVE DRIVE,SAN ANGELO,TX,76904,3259448181,PROPRIETARY,2/23/2006,Y,Y,Y,Y,Y,Y,90,98,99,98,36,12,96,99,100,95,100,99,99,52,44,57,50,34,99,201,47,201,33
677825,HOMELAND HOME HEALTH AGENCY INC,1919 SOUTH SHILOH STE 515,GARLAND,TX,75042,9722787213,PROPRIETARY,3/6/2006,Y,Y,Y,Y,Y,Y,79,199,199,92,199,57,199,100,199,199,199,199,96,199,199,199,199,199,199,201,199,201,57
677826,JALSTAD HEALTHCARE SERVICES,10101 HARWIN DRIVE #367,HOUSTON,TX,77036,7132712967,PROPRIETARY,3/7/2006,Y,Y,Y,Y,Y,Y,74,199,100,50,38,27,199,100,199,199,199,199,77,31,17,32,3,7,199,201,11,201,29
677827,ADVANCED HEALTHCARE SERVICES INC,7001 CORPORATE DRIVE #306,HOUSTON,TX,77036,7132716999,PROPRIETARY,3/7/2006,Y,Y,Y,Y,Y,Y,100,97,100,98,89,92,92,100,100,199,100,85,100,63,60,77,65,30,199,201,47,201,29
677828,HAPPY DAYS HOME HEALTH CARE LLC,905 WEST EMBERCREST DRIVE,ARLINGTON,TX,76017,8174196500,PROPRIETARY,3/6/2006,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
677830,BIO CARE HOME HEALTH SERVICES INC,2306 GUTHRIE ROAD SUITE 280,GARLAND,TX,75043,2143271700,PROPRIETARY,3/7/2006,Y,Y,Y,Y,Y,Y,85,95,92,86,14,10,97,85,99,199,97,93,79,50,58,56,62,59,199,201,41,201,22
677831,JENMERIT HOME HEALTH INC,1913 MESA COURT,GARLAND,TX,75040,2147039444,PROPRIETARY,3/7/2006,Y,Y,Y,Y,Y,Y,85,88,97,98,100,97,90,100,199,199,199,199,91,58,41,41,26,34,199,201,199,201,28
677832,PRESCRIBED HOME HEALTH INC,2303 NORTH 16TH ST,ORANGE,TX,77630,4096700026,PROPRIETARY,2/22/2006,Y,Y,Y,Y,Y,Y,90,90,100,100,72,75,96,100,98,199,97,98,97,71,61,77,54,48,199,201,70,201,42
677833,BLUEBONNET HOME CARE,211 NORTH NEWSON STREET STE A,MINEOLA,TX,75773,9035695630,PROPRIETARY,2/24/2006,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
677834,HCP INC,3403 W ALBERTA RD,EDINBURG,TX,78539,9566837640,PROPRIETARY,3/8/2006,Y,Y,Y,Y,Y,Y,90,79,100,98,44,34,199,99,100,199,199,95,95,60,32,61,55,44,199,201,52,201,20
677835,LA FUENTE HOME HEALTH SERVICES INC,801 WEST HWY 83,SULLIVAN CITY,TX,78595,9564851190,PROPRIETARY,3/6/2006,Y,Y,Y,Y,Y,N,85,100,100,99,88,61,100,100,100,199,199,199,88,39,42,66,37,25,199,201,26,201,28
677836,KOC HEALTHCARE SERVICES INC,3200 14TH STREET SUITE 504,PLANO,TX,75074,9723841039,PROPRIETARY,3/8/2006,Y,Y,Y,Y,Y,Y,74,199,199,100,199,95,199,100,199,199,199,199,83,199,199,199,199,199,199,201,199,201,30
677837,AB FOCUSCARE HOMEHEALTH NETWORK INC,1301 NORTHWEST HIGHWAY SUITE 208,GARLAND,TX,75041,2142275177,PROPRIETARY,3/13/2006,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
677838,HESTIE HOME HEALTH CARE,12990 PANDORA STE 220,DALLAS,TX,75238,2145036441,PROPRIETARY,3/7/2006,Y,Y,Y,Y,Y,Y,83,199,96,81,98,91,199,97,199,199,199,199,81,41,29,48,50,37,199,201,29,201,21
677839,PINNACLE HOME HEALTHCARE SERVICES LLC,9304 FOREST LANE SUITE 240,DALLAS,TX,75243,2145037400,PROPRIETARY,2/28/2006,Y,Y,Y,Y,Y,Y,96,95,98,100,73,55,199,100,199,199,199,199,100,27,21,21,38,17,199,201,199,201,32
677840,PENIEL HEALTH CARE SERVICES INCORPORATED,600 E MAIN STREET SUITE D,ALLEN,TX,75002,2143832602,PROPRIETARY,3/14/2006,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
677841,PATIENTS BEST CHOICE HOME HEALTHCARE,1836 W VIRGINIA SUITE 103,MCKINNEY,TX,75069,2145920050,PROPRIETARY,3/16/2006,Y,Y,Y,Y,Y,Y,96,72,99,100,61,81,199,98,71,199,199,93,92,45,39,45,31,46,199,201,38,201,37
677842,CSF HEALTHCARE SERVICES,12700 HILLCREST ROAD  SUITE 254,DALLAS,TX,75230,9727269806,PROPRIETARY,3/14/2006,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
677843,ARC HOME HEALTHCARE,2277 MASCH BRANCH RD,DENTON,TX,76207,9405656338,PROPRIETARY,3/10/2006,Y,Y,Y,Y,Y,Y,75,80,100,98,93,94,86,98,99,199,93,99,98,41,43,53,41,33,199,201,35,201,35
677844,TEXAS TENDER CARE HOME INC,7457 HARWIN 325,HOUSTON,TX,77036,7137828035,PROPRIETARY,1/18/2006,Y,Y,N,N,N,N,88,96,100,78,78,77,199,94,100,199,199,100,95,34,32,55,92,19,199,201,29,201,34
677845,STARLEX HOME HEALTH SERVICES,2834 JEREMY DRIVE,MESQUITE,TX,75181,9722227782,PROPRIETARY,3/7/2006,Y,Y,Y,Y,Y,Y,95,199,100,100,58,51,199,97,199,199,199,199,97,54,199,45,16,23,199,201,25,201,18
677846,CHILEX HOME CARE SERVICES,127 HAMPSHIRE LANE,ROCKWALL,TX,75032,9727722940,PROPRIETARY,3/8/2006,Y,Y,Y,Y,Y,Y,54,199,100,97,100,100,199,95,199,199,199,75,100,64,75,65,41,36,199,201,55,201,31
677847,EXCEL PLUS HOME HEALTH INC,1301 19TH STREET SUITE 100F,PLANO,TX,75074,9728019531,PROPRIETARY,3/8/2006,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
677848,RELIANT PERSONAL HOME HEALTH,5801 MARVIN D LOVE FWY SUITE 307,DALLAS,TX,75227,2143769535,PROPRIETARY,3/9/2006,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
677849,COURAGE HOME HEALTH SERVICES INC,2108 CEDARWOOD DRIVE,GARLAND,TX,75040,9722765063,PROPRIETARY,3/20/2006,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
677850,T H E HOME HEALTH AGENCY,2008 LOY LAKE ROAD,SHERMAN,TX,75092,9038689991,PROPRIETARY,3/20/2006,Y,Y,Y,Y,Y,Y,90,98,99,100,91,93,96,100,100,199,96,100,97,46,43,44,35,36,199,201,45,201,33
677851,HEART TO HEART HOMECARE LLC,6624 N 10TH STREET SUITE F,MCALLEN,TX,78504,9569719311,PROPRIETARY,3/15/2006,Y,Y,Y,Y,Y,Y,92,100,95,100,69,49,96,100,100,199,98,100,100,50,34,61,65,53,199,201,42,201,27
677852,SAVIOR HOME HEALTH INC,11325 PEGASUS STREET SUITE E138,DALLAS,TX,75238,9722917742,PROPRIETARY,3/13/2006,Y,Y,Y,Y,Y,Y,78,199,96,85,84,70,199,100,199,199,199,96,59,199,199,199,199,199,199,201,199,201,29
